,0,1,2,movieId
0,0.8832283,0.72240746,0.5620061,0
1,0.7085505,0.6622557,0.5115066,1
2,0.63262516,0.6043457,0.59785676,2
3,0.36931926,0.40016654,0.34265596,3
4,0.67349505,0.61348003,0.5506458,4
5,0.8407435,0.71976995,0.64977366,5
6,0.649256,0.6095104,0.52938896,6
7,0.48386005,0.49334732,0.50164074,7
8,0.7199732,0.7241274,0.6824675,8
9,0.7162324,0.63836646,0.62762004,9
10,0.6938986,0.64838535,0.59383136,10
11,0.5459741,0.46140367,0.47166353,11
12,0.53392744,0.542658,0.5313425,12
13,0.7115547,0.72154135,0.6403168,13
14,0.4835844,0.46480602,0.48565787,14
15,0.7438668,0.7086487,0.6549303,15
16,0.70810497,0.73126894,0.6812204,16
17,0.67381686,0.6792996,0.604599,17
18,0.53908086,0.5270438,0.4518417,18
19,0.50379366,0.4979018,0.49965817,19
20,0.6795129,0.68982387,0.5982749,20
21,0.63861924,0.5787295,0.57713,21
22,0.5960423,0.57438856,0.536402,22
23,0.6508566,0.64572865,0.5567475,23
24,0.7493238,0.7235103,0.5862149,24
25,0.7024421,0.657697,0.60824513,25
26,0.44697413,0.45124805,0.45753327,26
27,0.71544576,0.73096234,0.6847116,27
28,0.7833609,0.7124357,0.6642568,28
29,0.28296587,0.28465405,0.27159333,29
30,0.66940206,0.61956877,0.58278185,30
31,0.8107672,0.82134646,0.5837717,31
32,0.7389262,0.7641389,0.56712234,32
33,0.77520955,0.7405234,0.6510462,33
34,0.2895559,0.2659994,0.23769066,34
35,0.61509156,0.643289,0.5846485,35
36,0.31697533,0.26722407,0.25175416,36
37,0.74988663,0.71156347,0.68721765,37
38,0.46032587,0.5161673,0.46559498,38
39,0.46973163,0.4695787,0.45893195,39
40,0.53167146,0.5131896,0.4357033,40
41,0.6883492,0.6609,0.60277086,41
42,0.5040409,0.5103665,0.47154996,42
43,0.87068117,0.8024403,0.5773683,43
44,0.61520946,0.59063435,0.5583719,44
45,-0.0,0.037784282,-0.0,45
46,0.9033307,0.8258031,0.6462106,46
47,0.63652164,0.65576375,0.6092744,47
48,0.48320684,0.57485336,0.49129596,48
49,0.072265506,0.09675407,0.11411283,49
50,0.29879755,0.30428523,0.278881,50
51,0.56464845,0.5667039,0.50628525,51
52,0.78859305,0.7554612,0.6450404,52
53,0.6295421,0.6364084,0.58372974,53
54,0.53143007,0.5543835,0.48636323,54
55,0.8799327,0.7140811,0.54561126,55
56,0.3948882,0.37783098,0.4106754,56
57,0.12747344,0.16916072,0.1670852,57
58,0.4719232,0.44444966,0.42647728,58
59,0.42344534,0.41833246,0.35810572,59
60,0.560355,0.5736037,0.54989094,60
61,0.722526,0.6995384,0.71379745,61
62,0.68032664,0.59148526,0.62484056,62
63,0.25096056,0.23288351,0.22997603,63
64,0.48184276,0.46515486,0.48614386,64
65,0.6495348,0.65142524,0.6324281,65
66,0.47493398,0.52283245,0.43409285,66
67,0.32190704,0.28397787,0.264842,67
68,0.7135803,0.6926706,0.6397478,68
69,0.3121761,0.32649153,0.34782323,69
70,0.46331558,0.47944954,0.463438,70
71,0.520731,0.5048942,0.46327722,71
72,0.4806986,0.48594713,0.47082615,72
73,0.6346453,0.6128759,0.5780427,73
74,0.70454574,0.69408333,0.6322329,74
75,0.024539914,0.04690161,0.00090582296,75
76,0.65875274,0.6560388,0.6572242,76
77,0.77506816,0.7509634,0.6941752,77
78,0.48667333,0.536281,0.49005654,78
79,0.55026066,0.5813323,0.54610354,79
80,0.5877601,0.5818051,0.53226763,80
81,0.4685016,0.5041873,0.49413177,81
82,0.50579655,0.5041633,0.4856394,82
83,0.6818699,0.6844116,0.66616285,83
84,0.63088334,0.5489486,0.48194695,84
85,0.2855314,0.30503318,0.31408143,85
86,0.64829355,0.63027257,0.61198527,86
87,0.5543453,0.5798594,0.5606235,87
88,0.58064884,0.5273826,0.47560996,88
89,0.7079899,0.6525319,0.678365,89
90,0.34401897,0.34550104,0.29043484,90
91,-0.0,0.01852763,0.034668777,91
92,0.70686823,0.62684417,0.5660556,92
93,0.56362593,0.55000037,0.53133065,93
94,0.30941316,0.3153971,0.27297714,94
95,0.66728926,0.6181862,0.60756916,95
96,0.29999152,0.35834476,0.30978197,96
97,0.91637707,0.810635,0.5389656,97
98,0.838867,0.72989005,0.660762,98
99,0.66099954,0.6664408,0.59002197,99
100,0.4594528,0.47726038,0.44946295,100
101,0.33246687,0.36331847,0.36066285,101
102,0.18607666,0.18582785,0.17390512,102
103,0.2882201,0.30973917,0.2978317,103
104,0.24570248,0.27790126,0.25590974,104
105,0.0005114563,0.045489263,0.042402115,105
106,0.54434437,0.4840366,0.42823973,106
107,0.541786,0.57547635,0.5290487,107
108,0.7237312,0.6944358,0.6529252,108
109,0.24755298,0.24111012,0.22091877,109
110,0.21167812,0.20760305,0.19255319,110
111,0.16421771,0.16725035,0.14411913,111
112,0.44720855,0.43735984,0.43555874,112
113,0.61742985,0.6090805,0.52902645,113
114,0.16231456,0.14496478,0.13498425,114
115,0.6847887,0.6448329,0.6471672,115
116,0.77097577,0.69716907,0.6192753,116
117,0.5877738,0.6048943,0.5805051,117
118,0.6665773,0.5898029,0.5627406,118
119,0.41353625,0.43117338,0.39732876,119
120,0.68090314,0.67378867,0.65346384,120
121,0.32401088,0.29182652,0.28190067,121
122,0.16294868,0.16603036,0.15485834,122
123,0.7998558,0.8110186,0.5258691,123
124,0.71765476,0.70766854,0.6248786,124
125,0.080743894,0.07453421,0.11161162,125
126,0.6940893,0.5696437,0.41221622,126
127,0.6659668,0.7012452,0.63190013,127
128,0.33351278,0.39319867,0.36115202,128
129,0.43750545,0.4774194,0.47707257,129
130,0.47050408,0.5102458,0.48905456,130
131,0.5140328,0.54312897,0.47951022,131
132,0.5109779,0.47767588,0.49661216,132
133,0.63213533,0.56101185,0.51715684,133
134,0.82794654,0.72397834,0.61854833,134
135,0.76572466,0.6953039,0.67182577,135
136,0.652383,0.64992034,0.66359574,136
137,0.632517,0.684397,0.59152746,137
138,0.7065114,0.65588754,0.62390697,138
139,0.3187242,0.35852897,0.34136328,139
140,0.7377935,0.635544,0.5835867,140
141,0.54070956,0.47532386,0.46466964,141
142,0.594249,0.62802666,0.5370738,142
143,0.6297385,0.6296443,0.5356501,143
144,0.5470821,0.49819964,0.48040676,144
145,0.5147642,0.47157502,0.46301293,145
146,0.49960077,0.42777592,0.402266,146
147,0.73694324,0.709171,0.69056,147
148,0.742894,0.72347015,0.6851635,148
149,0.5699991,0.53298,0.50335574,149
150,-0.0,0.03447995,-0.0,150
151,0.17909999,0.19834092,0.18397377,151
152,0.6645341,0.63071334,0.59433365,152
153,0.3828678,0.41847578,0.35506397,153
154,0.2885397,0.28712288,0.32064456,154
155,0.3910408,0.41773582,0.43415824,155
156,0.6638242,0.576464,0.4733311,156
157,0.5808533,0.551213,0.52059203,157
158,0.56217873,0.57243353,0.5126521,158
159,0.709287,0.6862638,0.6419856,159
160,-0.0,-0.0,-0.0,160
161,0.28338858,0.29583883,0.31102067,161
162,0.30494982,0.3043125,0.3054793,162
163,0.5406887,0.5056709,0.453545,163
164,0.5829201,0.63176906,0.5623574,164
165,0.6297412,0.64498824,0.57929605,165
166,0.48551875,0.4929025,0.4508808,166
167,0.7480299,0.70749086,0.64135015,167
168,0.64313483,0.6677805,0.6423402,168
169,0.21864194,0.21585809,0.24646804,169
170,0.2568534,0.24795328,0.26600143,170
171,0.65666974,0.653447,0.6279612,171
172,0.5377596,0.5471831,0.50834763,172
173,0.55796456,0.5682672,0.5642351,173
174,0.38966677,0.37571436,0.34914538,174
175,0.59158057,0.56890553,0.5162276,175
176,0.6152484,0.5588847,0.46094063,176
177,0.32795215,0.3708983,0.34156433,177
178,0.383446,0.41125077,0.41273123,178
179,0.41486767,0.41284132,0.37705472,179
180,0.3238423,0.2903572,0.28280196,180
181,0.55835634,0.5894226,0.5741817,181
182,0.4865663,0.4945726,0.45709708,182
183,0.7386348,0.7410834,0.65565467,183
184,0.7101275,0.5649967,0.5607709,184
185,0.24964064,0.23385336,0.25584003,185
186,0.6885865,0.61648184,0.5996142,186
187,0.25565344,0.25172254,0.20301507,187
188,0.04249573,-0.0,0.038661573,188
189,0.67262673,0.6693737,0.66176057,189
190,0.76277804,0.72805953,0.5965679,190
191,0.7355749,0.6896105,0.6561481,191
192,0.7110928,0.7195238,0.6051812,192
193,0.58679587,0.58833,0.52586323,193
194,0.30704427,0.29747868,0.3087579,194
195,0.5640222,0.571215,0.54066104,195
196,0.7036341,0.6480693,0.60108364,196
197,0.61687934,0.55004877,0.5219947,197
198,0.5999194,0.66798484,0.6156039,198
199,0.68016857,0.6880272,0.63707757,199
200,0.5180968,0.5017795,0.49056798,200
201,0.7554641,0.6384297,0.63358456,201
202,0.72854865,0.6237513,0.556502,202
203,0.64223635,0.6302242,0.58307093,203
204,0.37142554,0.36428148,0.37068492,204
205,0.55621177,0.51281375,0.54439646,205
206,0.3369824,0.35785893,0.34612697,206
207,-0.0,-0.0,0.023058895,207
208,0.62852186,0.63633555,0.60724014,208
209,0.2238475,0.22100297,0.21523845,209
210,0.80303246,0.77731794,0.725468,210
211,0.7484851,0.7532081,0.669255,211
212,0.6296013,0.60443443,0.5817133,212
213,0.7479834,0.73062164,0.6880116,213
214,0.47461772,0.4361462,0.41560662,214
215,0.42475015,0.44642606,0.4419978,215
216,0.7275452,0.6035488,0.5497913,216
217,0.7199155,0.6751803,0.59871626,217
218,0.24997316,0.24693389,0.20520793,218
219,0.30033568,0.30080336,0.2805146,219
220,0.5670713,0.5571629,0.4800874,220
221,0.6929066,0.68710804,0.6392958,221
222,0.49613127,0.44715586,0.42651075,222
223,0.52883554,0.51920617,0.5378747,223
224,0.9896009,0.7840198,0.5756128,224
225,0.78376925,0.7274562,0.6420367,225
226,0.71129405,0.7369899,0.68671525,226
227,0.012560178,0.016729739,-0.0,227
228,0.7119705,0.70681643,0.64870816,228
229,0.75756437,0.7049216,0.5684855,229
230,0.54213786,0.5302288,0.53398436,230
231,0.259158,0.26243934,0.22643393,231
232,0.29025593,0.2845493,0.2519583,232
233,0.544761,0.5802673,0.52063304,233
234,0.7176665,0.7227731,0.65372384,234
235,0.62040293,0.5739705,0.52465165,235
236,0.37094367,0.373598,0.29638436,236
237,0.2563589,0.23476341,0.21888928,237
238,0.6597371,0.62106097,0.5926557,238
239,0.6493853,0.5626431,0.4983485,239
240,0.16893063,0.23053974,0.17044203,240
241,0.32072854,0.31307983,0.35193142,241
242,0.80695426,0.768167,0.68625677,242
243,0.75780255,0.70928323,0.7178126,243
244,0.72302,0.5996399,0.5253426,244
245,0.27403033,0.27208364,0.22573756,245
246,0.03333031,0.030427787,0.029719654,246
247,0.24745972,0.24713011,0.23698382,247
248,0.21993758,0.22901182,0.21001144,248
249,0.646285,0.61032873,0.5599621,249
250,0.6507926,0.6313277,0.6136997,250
251,0.7311711,0.7702045,0.727199,251
252,-0.0,-0.0,-0.0,252
253,0.7224082,0.70708096,0.59056795,253
254,0.8489117,0.70524925,0.65920246,254
255,0.28051922,0.26667336,0.28929815,255
256,0.20116349,0.22907127,0.19579989,256
257,0.93104476,0.7935793,0.62009543,257
258,0.031830464,0.010590993,-0.0,258
259,0.42209616,0.4076165,0.3914848,259
260,0.67786664,0.7059771,0.6146869,260
261,0.29718304,0.3678743,0.30700386,261
262,0.049471047,-0.0,-0.0,262
263,0.5561233,0.53698564,0.48502433,263
264,0.37820455,0.35093182,0.3484447,264
265,0.5922802,0.6084012,0.5570358,265
266,0.75889415,0.76787275,0.74085283,266
267,0.70201606,0.70438415,0.67215115,267
268,0.73710984,0.7199535,0.7370172,268
269,0.22171023,0.2159944,0.24246609,269
270,0.18603583,0.18578729,0.17386724,270
271,0.24701113,0.23669647,0.21398893,271
272,0.39626557,0.42483747,0.37352332,272
273,0.6832675,0.6755562,0.6362026,273
274,0.64889485,0.57703084,0.54995304,274
275,0.72533035,0.68067497,0.5698998,275
276,0.6739628,0.61455566,0.53222513,276
277,1.0316738,0.8653409,0.58268285,277
278,0.73100555,0.67848223,0.6487922,278
279,0.25908744,0.24680139,0.2301901,279
280,0.026059639,0.028590407,0.049308646,280
281,0.6487115,0.6414558,0.61072564,281
282,0.29907236,0.29807338,0.31446478,282
283,0.3214513,0.29521087,0.31617272,283
284,0.55196893,0.57826453,0.5897382,284
285,0.5654623,0.5261428,0.51730555,285
286,0.61384016,0.6329928,0.58727413,286
287,0.6535475,0.609981,0.5889922,287
288,0.50088775,0.49878883,0.5285026,288
289,-0.0,-0.0,0.04285785,289
290,0.5536599,0.5549772,0.52516216,290
291,0.76371354,0.68976974,0.67534167,291
292,0.5645889,0.5864839,0.578124,292
293,0.3671044,0.4171235,0.34428567,293
294,0.22156619,0.2187504,0.22970429,294
295,0.7940154,0.6996285,0.57775253,295
296,0.5251143,0.49622127,0.4757328,296
297,0.7481511,0.6838425,0.55280125,297
298,0.48609906,0.45973176,0.4722922,298
299,0.47248375,0.46731415,0.431837,299
300,0.6791203,0.66388255,0.61891323,300
301,0.25178838,0.25451857,0.22003,301
302,0.6340902,0.605496,0.5476455,302
303,0.7532193,0.7136939,0.67171735,303
304,0.51444316,0.5323066,0.4919473,304
305,0.5544148,0.5261951,0.5187026,305
306,0.6459296,0.67859733,0.60055333,306
307,0.7918627,0.71391845,0.63000375,307
308,0.70388,0.62117445,0.6050713,308
309,0.58005714,0.5554814,0.499739,309
310,0.29929036,0.307332,0.29317206,310
311,0.7275938,0.68307996,0.6879187,311
312,0.4349139,0.45876557,0.4181494,312
313,0.43787298,0.43300837,0.4157029,313
314,0.9323239,0.8670928,0.5007795,314
315,0.7153666,0.6831074,0.55478215,315
316,0.47551444,0.4943776,0.46422163,316
317,0.023391906,0.044593994,0.048781287,317
318,0.43010247,0.48089278,0.4004093,318
319,0.56511056,0.56266266,0.54193956,319
320,0.68777096,0.7037972,0.64967686,320
321,-0.0,-0.0,0.01016321,321
322,0.7494787,0.78976697,0.63645464,322
323,0.48498964,0.52155584,0.4827327,323
324,0.57311726,0.49548593,0.49816006,324
325,0.65404963,0.6403564,0.48697925,325
326,0.65441185,0.7165294,0.59314597,326
327,0.31575984,0.32910815,0.33480993,327
328,0.63032377,0.5711687,0.52174205,328
329,0.67367953,0.6617521,0.5999697,329
330,0.5216899,0.53731793,0.52693903,330
331,0.6944507,0.67366445,0.6077672,331
