,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,movieId
0,0.00030278397,0.00026768626,0.00023257142,0.00026391135,0.00032419586,0.00024885093,0.00022616485,0.00024651273,0.00027965498,0.00027495672,0.0002919344,0.00022803404,0.00025006666,0.00027666189,0.00024710875,0.00029946267,0.00026210942,0.00025615311,0.00022805932,0
1,0.00016341903,9.6940465e-05,0.000103185295,0.00014538037,0.00015186876,0.00013231198,0.00010927151,0.00011660635,0.00011209807,0.000120565965,0.0001459369,0.000118293574,0.00011743436,0.00010962067,0.00011538051,0.00012958123,9.0755646e-05,0.00013439327,0.00012743469,1
2,5.930301e-05,5.5189354e-05,4.600883e-05,7.023367e-05,5.9939888e-05,6.284165e-05,5.137378e-05,5.6729303e-05,8.045381e-05,5.9649865e-05,6.954928e-05,5.4524982e-05,7.4327596e-05,6.468414e-05,6.912826e-05,8.921439e-05,6.14583e-05,5.6073073e-05,3.9463357e-05,2
3,7.7707526e-08,1.2714368e-05,5.156835e-06,9.967417e-07,4.905372e-07,5.88079e-06,2.6947491e-06,9.820786e-06,3.9139527e-06,3.3344797e-06,4.790174e-06,8.479889e-06,7.661378e-06,2.053126e-06,4.4673763e-07,1.7516659e-06,1.7560743e-06,4.0663303e-06,2.9191128e-06,3
4,4.8986905e-05,4.345179e-05,3.592769e-05,4.8884845e-05,6.4323176e-05,4.786111e-05,2.5810456e-05,4.4306413e-05,4.0861098e-05,3.2113883e-05,7.2262934e-05,5.0616345e-05,5.0376646e-05,3.44151e-05,5.2338197e-05,5.4371518e-05,4.90034e-05,4.398468e-05,3.5420213e-05,4
5,0.00011062251,0.00012452995,9.410805e-05,0.000115233044,0.00017271574,0.00017478489,9.657578e-05,0.00013260244,0.0001421277,9.786795e-05,0.0001519739,0.00012605704,0.00011592103,0.00013172455,0.000105573396,0.00010970384,0.000108210144,8.8959925e-05,0.00010191344,5
6,5.9354286e-05,5.2972584e-05,5.803446e-05,4.773309e-05,5.806483e-05,5.4771106e-05,2.9586045e-05,6.66506e-05,6.180852e-05,5.553377e-05,5.5865836e-05,5.767556e-05,7.52379e-05,5.5342854e-05,7.695996e-05,6.5310276e-05,5.4559623e-05,3.5985333e-05,6.223322e-05,6
7,1.0414285e-05,1.183583e-06,2.8505892e-06,5.820422e-06,1.5693558e-05,5.201621e-06,5.080396e-06,1.5309863e-06,9.686103e-06,4.212004e-06,9.6771155e-06,5.415044e-06,6.400723e-06,2.4794192e-06,8.8226525e-06,9.136094e-06,7.122584e-06,5.6659437e-06,6.1658748e-06,7
8,1.859025e-05,8.538377e-06,1.4455666e-06,1.3283043e-05,1.7258108e-05,2.3823304e-05,1.0024401e-05,1.7134775e-05,1.8517952e-05,1.6772852e-05,2.0431804e-05,2.3625544e-05,1.9105466e-05,1.5205513e-05,1.5203323e-05,2.0021933e-05,2.165347e-05,1.2338467e-05,8.851748e-06,8
9,0.00015290813,0.00013585285,0.00014883123,0.00013602771,0.00018240602,0.00017833896,0.00012739538,0.00015746341,0.00015437216,0.00014964487,0.00017722679,0.00015704798,0.00015243424,0.00014328498,0.00014382415,0.00017484592,0.00010883399,0.00013476524,0.00016067736,9
