0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,userId
0.02122465,0.00047769397,0.03450391,0.03458588,0.00035131024,0.00042231064,0.04932308,0.00035820855,0.00042012686,0.0060065477,0.039263062,0.0004450163,0.00047099034,0.0026879772,0.024306796,0.0004610619,0.00040254992,0.014217105,0.00038511417,1
3.9495495e-05,0.011839327,2.2083608e-05,0.044901084,0.03198171,4.548589e-05,5.7064703e-05,0.00802606,0.0041259266,0.040060185,0.035861257,0.014757588,0.03415463,0.029205032,4.137392e-05,0.036700033,5.0177106e-05,0.008268893,0.031881683,2
0.010598279,6.36924e-05,8.551468e-05,0.012214408,5.480151e-05,0.0071471785,0.04408179,0.003636724,3.3907483e-05,7.7671924e-05,0.02791813,3.6403817e-05,5.5378583e-05,0.01646312,4.2862415e-05,6.5722554e-05,0.029452763,0.0068604834,6.462765e-05,3
0.00038932063,0.011070862,0.0003772402,0.002927265,0.00031763228,0.00036553637,0.02864879,0.00030412606,0.004915381,0.0034452514,0.00034203051,0.00031508636,0.0043416116,0.00036530968,0.04608329,0.023294033,0.00034130842,0.00036789486,0.00031702753,4
0.041086793,9.2722825e-05,0.01866219,0.0034396385,8.163075e-05,2.6319125e-05,0.025202138,0.0051186103,0.031187814,6.359068e-05,0.013642461,0.000103602186,0.00013726832,6.916869e-05,8.314976e-05,0.04897039,5.0798702e-05,0.011038585,9.1292684e-05,5
0.0005236336,0.00042148537,0.0005152457,0.00041750865,0.027975168,0.022594826,0.00045582515,0.00051758694,0.00046425426,0.0004481593,0.00046986828,0.022415353,0.035965018,0.0067164563,0.00503288,0.00036465854,0.0004897657,0.00037376874,0.007406842,6
0.00027183065,0.037018936,0.037283685,0.0002986246,0.00028275955,0.03397037,0.00031533322,0.00029452058,0.011543887,0.044652116,0.00029795378,0.023145363,0.008164298,0.00029305567,0.023238104,0.018594144,0.0051182937,0.019089326,0.026946243,7
5.6321933e-05,4.4642446e-05,0.01438824,0.041104626,0.046043698,0.034183264,0.025185136,0.047606662,6.821695e-05,0.044896748,0.023062773,5.713639e-05,0.0061381264,6.80471e-05,5.7821842e-05,3.5412773e-05,0.026990173,0.013367043,7.196767e-05,8
0.03044816,8.34107e-05,0.00011931001,0.03276676,7.838226e-05,7.071918e-05,0.024396664,7.071525e-05,0.043564532,0.016831042,0.048655394,8.054568e-05,6.692196e-05,0.024161471,9.051668e-05,8.185557e-05,0.010479178,9.004049e-05,9.3340495e-05,9
0.0001439981,0.01516785,0.023947397,0.00017431265,0.00015369902,0.00015336309,0.03667833,0.00015967176,0.00015507721,0.04074636,0.00015427211,0.045025446,0.04056862,0.00017346528,0.03744057,0.04019981,0.016130447,0.010820021,0.00012394412,10
8.034542e-05,0.015312823,8.9697096e-05,9.354086e-05,4.979691e-05,9.188718e-05,0.003523173,0.03668359,0.040695425,0.010212567,8.142691e-05,5.2337666e-05,8.2685474e-05,9.395448e-05,8.1668e-05,6.9239366e-05,8.5147774e-05,7.951077e-05,0.01939306,11
0.0001230965,0.00019923659,0.04532607,0.00019931272,0.00024677388,0.018529035,0.00016634326,0.00020831314,0.0029536113,0.011852616,0.00021684055,0.044626664,0.024116596,0.03453796,0.0072629876,0.00018778247,0.029827908,0.012823724,0.00017917158,12
0.0032613901,0.041014403,0.023370888,3.703931e-05,0.016897177,1.1362231e-05,0.025110338,0.03976532,0.01716698,0.018857362,0.048065383,0.004337986,0.022965552,0.024081388,0.032455612,4.004011e-05,0.037974462,0.04308541,3.734083e-05,13
5.283168e-05,0.048510212,5.70843e-05,5.0461604e-05,4.0164028e-05,4.7098372e-05,3.6705027e-05,6.339457e-05,0.014283015,4.660429e-05,6.5603344e-05,0.029581564,6.128438e-05,6.751109e-05,4.4232478e-05,0.0005169153,4.116127e-05,5.421342e-05,4.9877824e-05,14
