0
  (0, 5)	0.42346026297190154
  (0, 4)	0.4209452900759013
  (0, 3)	0.2576822174548766
  (0, 2)	0.1408646647426766
  (0, 1)	0.23811459253489708
  (0, 0)	0.12971061556654645"
"  (0, 17)	0.3065160108788597
  (0, 16)	0.31975995299115656
  (0, 12)	0.14768442371396204
  (0, 11)	0.2917564346468853
  (0, 10)	0.6057697444178666
  (0, 7)	0.14803379170500972
  (0, 6)	0.13752208211893896
  (0, 4)	0.4962939898923098
  (0, 3)	0.1519035119764841
  (0, 1)	0.14036840887258456"
"  (0, 15)	0.7673771222717276
  (0, 7)	0.22710477212841626
  (0, 6)	0.21097832300670602
  (0, 5)	0.5106227521688099
  (0, 3)	0.23304147029936612"
"  (0, 17)	0.27887674800091194
  (0, 16)	0.29092645299478703
  (0, 14)	0.28248861329855013
  (0, 13)	0.14166499069647764
  (0, 12)	0.13436737512552255
  (0, 10)	0.275573037565343
  (0, 9)	0.14170943474035333
  (0, 7)	0.1346852397907961
  (0, 4)	0.7525700074455205
  (0, 2)	0.15110351529305663
  (0, 1)	0.12771106238858007"
"  (0, 17)	0.5663609072241537
  (0, 10)	0.5596515187473181
  (0, 8)	0.6050004134974238"
"  (0, 16)	0.2705943491243547
  (0, 15)	0.14109669703096364
  (0, 13)	0.26352877544557984
  (0, 10)	0.1281569722667184
  (0, 9)	0.13180572568639273
  (0, 8)	0.27708321559634497
  (0, 7)	0.375817301135911
  (0, 6)	0.3491309460715632
  (0, 3)	0.6427357705127812
  (0, 2)	0.1405432780354947
  (0, 1)	0.1187856636867494
  (0, 0)	0.12941467713727733"
"  (0, 15)	0.23543517418913182
  (0, 14)	0.21921030274357578
  (0, 13)	0.4397264036397901
  (0, 12)	0.20853734694782888
  (0, 11)	0.2059868986388816
  (0, 10)	0.21384383705697374
  (0, 9)	0.4398643574100235
  (0, 5)	0.4699849126824569
  (0, 1)	0.39641358032816704"
"  (0, 18)	0.08159377771564276
  (0, 17)	0.08042465350021631
  (0, 16)	0.08389964148633934
  (0, 15)	0.17499201050003035
  (0, 14)	0.24439881422690213
  (0, 13)	0.2451267351232522
  (0, 11)	0.15310397715052987
  (0, 10)	0.15894380739209088
  (0, 7)	0.6991484544677501
  (0, 6)	0.3608348474629967
  (0, 5)	0.3493259028020839
  (0, 4)	0.08681280532325093
  (0, 3)	0.07971386082668923
  (0, 0)	0.16050364761901334"
"  (0, 18)	0.2224199597901481
  (0, 15)	0.2385090936385952
  (0, 14)	0.22207238490885547
  (0, 12)	0.6337802384239485
  (0, 11)	0.2086763316696149
  (0, 8)	0.23418998461689344
  (0, 7)	0.21175984449860075
  (0, 6)	0.3934460421396446
  (0, 2)	0.2375735971614331
  (0, 1)	0.2007946435271143
  (0, 0)	0.2187618703843208"
"  (0, 9)	0.7248429056099212
  (0, 7)	0.6889141907284005"
"  (0, 16)	0.47085265900340834
  (0, 11)	0.6444254123278503
  (0, 9)	0.22935096986371648
  (0, 7)	0.21798259536455536
  (0, 5)	0.24505621728417695
  (0, 0)	0.4503807639837382"
"  (0, 17)	0.274612081173812
  (0, 15)	0.14937869826219907
  (0, 14)	0.4172530691169277
  (0, 12)	0.13231258894686113
  (0, 11)	0.13069438279016546
  (0, 9)	0.2790847431703819
  (0, 7)	0.13262559273038954
  (0, 6)	0.24641600332560215
  (0, 4)	0.14821229625994473
  (0, 2)	0.44637838512628
  (0, 1)	0.12575806653960203
  (0, 0)	0.548043899356394"
"  (0, 18)	0.14305774438692268
  (0, 17)	0.4230237836126694
  (0, 16)	0.29420119528565786
  (0, 12)	0.2717596970807838
  (0, 11)	0.1342180141735408
  (0, 10)	0.2786749578996728
  (0, 9)	0.5732182089968136
  (0, 5)	0.1531176062375489
  (0, 3)	0.4192851015912569
  (0, 1)	0.1291486106510731"
"  (0, 8)	0.9143859622293468
  (0, 2)	0.30919904993106734
  (0, 1)	0.2613317041608942"
"  (0, 16)	0.2078212063901007
  (0, 15)	0.2167294763510212
  (0, 11)	0.7584836519170638
  (0, 10)	0.19685360518398895
  (0, 9)	0.40491643687179146
  (0, 4)	0.21503717552028528
  (0, 3)	0.19745293817152346
  (0, 2)	0.21587940535988828"
"  (0, 18)	0.22874316248821883
  (0, 17)	0.22546559429778396
  (0, 15)	0.735869088537272
  (0, 12)	0.21726601664768513
  (0, 10)	0.22279461852772475
  (0, 9)	0.22913779761396466
  (0, 8)	0.24084779870870354
  (0, 7)	0.21777998954916153
  (0, 3)	0.2234729305363061
  (0, 0)	0.22498107683662952"
"  (0, 17)	0.671172210305637
  (0, 16)	0.23339073849241782
  (0, 15)	0.24339504816313723
  (0, 14)	0.22662162685711165
  (0, 13)	0.22729659992633852
  (0, 12)	0.4311756540117081
  (0, 11)	0.21295115008987572
  (0, 9)	0.2273679088644908
  (0, 0)	0.22324329511364852"
"  (0, 17)	0.21490532968253886
  (0, 16)	0.6725728739566187
  (0, 13)	0.21833703776552052
  (0, 9)	0.2184055358527221
  (0, 7)	0.20757970012270932
  (0, 5)	0.4667225473848666
  (0, 4)	0.23197531772529337
  (0, 3)	0.2130059974853556
  (0, 0)	0.2144435058506117"
"  (0, 14)	0.2842011644542511
  (0, 13)	0.28504763323531973
  (0, 11)	0.2670573222280063
  (0, 6)	0.5035197121510466
  (0, 3)	0.2780877494240576
  (0, 2)	0.6080782442587441
  (0, 1)	0.25697058880150087"
"  (0, 17)	0.5764586933956951
  (0, 10)	0.5696296816021427
  (0, 9)	0.5858475916536395"
"  (0, 17)	0.2859907836249706
  (0, 12)	0.18372671168054458
  (0, 11)	0.09073985089506138
  (0, 10)	0.5652055936837602
  (0, 9)	0.29064877282858126
  (0, 8)	0.20366817947421173
  (0, 7)	0.2762420140553338
  (0, 6)	0.5132527716012435
  (0, 5)	0.10351716827995575
  (0, 3)	0.28346319855186425"
"  (0, 16)	0.46047054442428553
  (0, 14)	0.670673038942813
  (0, 10)	0.4361695725161208
  (0, 9)	0.2242938718471142
  (0, 4)	0.2382295026654292
  (0, 1)	0.20213762558101614"
"  (0, 18)	0.5209645523160769
  (0, 12)	0.49482525232721747
  (0, 1)	0.4703125190350062
  (0, 0)	0.5123963693551724"
"  (0, 6)	0.6377800961386855
  (0, 2)	0.7702185072882429"
"  (0, 18)	0.582517122077015
  (0, 4)	0.6197769846197141
  (0, 1)	0.5258804919587783"
"  (0, 15)	0.2995604463188498
  (0, 14)	0.09297214028407919
  (0, 12)	0.08844549381231778
  (0, 11)	0.7862741092696187
  (0, 9)	0.2798349135368561
  (0, 7)	0.08865472389707119
  (0, 6)	0.4117972687040308
  (0, 5)	0.09966571526619233
  (0, 2)	0.09946183003416419"
"  (0, 18)	0.14063321981223495
  (0, 15)	0.30161233573228274
  (0, 14)	0.2808269055581194
  (0, 13)	0.1408316621993053
  (0, 11)	0.13194330422949607
  (0, 9)	0.2817516896121061
  (0, 7)	0.13389296889934743
  (0, 5)	0.4515677651862281
  (0, 3)	0.686965184452569"
"  (0, 18)	0.11603153599612143
  (0, 17)	0.11436896708113682
  (0, 13)	0.11619526384797074
  (0, 12)	0.1102096751534079
  (0, 10)	0.452056385305476
  (0, 9)	0.2324634347335831
  (0, 6)	0.8210081261435389
  (0, 2)	0.12393685088682355"
"  (0, 18)	0.37301544253737345
  (0, 17)	0.5515059828614858
  (0, 14)	0.3724325326299957
  (0, 12)	0.3542994617482509
  (0, 11)	0.174983158611885
  (0, 10)	0.18165752436282076
  (0, 9)	0.18682949044086572
  (0, 8)	0.392754682772677
  (0, 2)	0.19921463110590162"
"  (0, 13)	0.7134394313206772
  (0, 0)	0.7007169027765983"
"  (0, 11)	0.5032394158809864
  (0, 9)	0.2686543218920318
  (0, 7)	0.2553377750123669
  (0, 6)	0.47441306554237966
  (0, 4)	0.5706922348452056
  (0, 1)	0.24211605195504146"
"  (0, 2)	1.0"
"  (0, 16)	0.14769140987024595
  (0, 14)	0.4302235957666713
  (0, 12)	0.27285118790085733
  (0, 11)	0.2695141700430915
  (0, 6)	0.381113957638083
  (0, 4)	0.4584586555737454
  (0, 2)	0.306836191487636
  (0, 1)	0.12966732083681856
  (0, 0)	0.42381009476713155"
"  (0, 18)	0.23138666806207353
  (0, 10)	0.22536937883748137
  (0, 9)	0.2317858638494068
  (0, 8)	0.24363119337463104
  (0, 7)	0.22029679752709128
  (0, 6)	0.20465377486534148
  (0, 5)	0.495315690608438
  (0, 4)	0.4923739611339855
  (0, 3)	0.4521110597264412"
"  (0, 17)	0.8069060416962688
  (0, 16)	0.1402951389180186
  (0, 8)	0.14365942359748163
  (0, 7)	0.38970023314438784
  (0, 6)	0.1206760223392033
  (0, 5)	0.29206755352619884
  (0, 4)	0.14516646754290913
  (0, 3)	0.1332957683757549
  (0, 0)	0.13419533826747385"
"  (0, 0)	1.0"
"  (0, 12)	0.20393938584130245
  (0, 8)	0.9042988481633024
  (0, 7)	0.2044218327489389
  (0, 6)	0.09495303655473485
  (0, 5)	0.11490559826571188
  (0, 4)	0.11422316241397737
  (0, 3)	0.1048827904817573
  (0, 2)	0.229341073891935"
"  (0, 18)	0.2732833163715894
  (0, 11)	0.2563967731166549
  (0, 10)	0.26617649051755005
  (0, 9)	0.27375479361596866
  (0, 3)	0.8009606439630953
  (0, 0)	0.2687886891566962"
"  (0, 7)	1.0"
"  (0, 18)	0.7743405573486233
  (0, 10)	0.1885508917604452
  (0, 5)	0.20719810217542656
  (0, 3)	0.567374839868905"
"  (0, 17)	0.10534571846490935
  (0, 15)	0.11460825921802124
  (0, 14)	0.21342020185916968
  (0, 13)	0.10702792780842622
  (0, 12)	0.30454373350902403
  (0, 9)	0.6423690317529042
  (0, 8)	0.11253284331333395
  (0, 7)	0.3052641739568825
  (0, 6)	0.09452923848298116
  (0, 2)	0.11415873496250332
  (0, 1)	0.09648573227910585
  (0, 0)	0.5255966715050293"
"  (0, 17)	0.433326859705905
  (0, 10)	0.4281934576611493
  (0, 5)	0.47054071695425487
  (0, 2)	0.46957813616106353
  (0, 0)	0.4323956558538555"
"  (0, 18)	0.4630254486598291
  (0, 17)	0.11409773610442152
  (0, 13)	0.8114379121036241
  (0, 11)	0.10860362103649944
  (0, 10)	0.11274607848454088
  (0, 5)	0.24779276588517582
  (0, 2)	0.12364292925777533
  (0, 0)	0.1138525441690712"
"  (0, 18)	0.6037825869750749
  (0, 15)	0.32372912419834476
  (0, 12)	0.2867439537128577
  (0, 9)	0.6048242522845083
  (0, 7)	0.28742228631242667"
"  (0, 1)	1.0"
"  (0, 12)	0.43570415546411867
  (0, 10)	0.4467911853190735
  (0, 4)	0.488061747452255
  (0, 3)	0.44815146874213346
  (0, 1)	0.4141201726197317"
"  (0, 11)	0.1456845744416805
  (0, 9)	0.31109479362415465
  (0, 7)	0.4435118623580894
  (0, 6)	0.1373395314079689
  (0, 5)	0.16619880305637544
  (0, 4)	0.6608469269049291
  (0, 3)	0.30340374189552854
  (0, 2)	0.3317176234038836"
"  (0, 13)	0.2341287708387196
  (0, 10)	0.45543769313973687
  (0, 8)	0.24617103987192035
  (0, 6)	0.20678728316552658
  (0, 4)	0.4975069421091255
  (0, 3)	0.45682430139113334
  (0, 1)	0.4221344160267359"
"  (0, 17)	0.4288992801768033
  (0, 12)	0.4133013661676424
  (0, 8)	0.4581605801987584
  (0, 3)	0.42510867054701
  (0, 2)	0.4647801539995342
  (0, 1)	0.19641358815937457"
"  (0, 15)	0.3658597290358903
  (0, 9)	0.34176850415159
  (0, 7)	0.324827863571251
  (0, 2)	0.7288494585893527
  (0, 0)	0.335568583156281"
"  (0, 11)	0.3180123128723929
  (0, 2)	0.7241006060077528
  (0, 1)	0.6120020271541234"
"  (0, 18)	0.22990452123833124
  (0, 11)	0.43139682402189766
  (0, 8)	0.48414122853864394
  (0, 6)	0.6100285966010542
  (0, 2)	0.24556808735061536
  (0, 1)	0.20755150046280774
  (0, 0)	0.22612333498918694"
"  (0, 17)	0.4852855471766586
  (0, 16)	0.16875125414337522
  (0, 15)	0.17598478797885533
  (0, 14)	0.1638569036422668
  (0, 13)	0.4930348121076885
  (0, 10)	0.47953661709220047
  (0, 4)	0.1746106361656929
  (0, 3)	0.16033219866981813
  (0, 2)	0.35058905711311006
  (0, 0)	0.161414228657371"
"  (0, 16)	0.1360634599941875
  (0, 13)	0.13251066443622792
  (0, 11)	0.7448848350572745
  (0, 10)	0.12888281758593
  (0, 9)	0.2651044730530363
  (0, 6)	0.2340722175328206
  (0, 3)	0.5171008372111074"
"  (0, 14)	0.08584833640458736
  (0, 12)	0.08166853514471514
  (0, 11)	0.887366861080951
  (0, 10)	0.08374669179299263
  (0, 7)	0.1637234667872841
  (0, 6)	0.3041953027749987
  (0, 5)	0.18405805924295962
  (0, 3)	0.08400166378063549
  (0, 1)	0.15524565211320449
  (0, 0)	0.08456856375437166"
"  (0, 16)	0.38423418671684406
  (0, 14)	0.3730901108173975
  (0, 13)	0.37420132769766196
  (0, 10)	0.36395652880663687
  (0, 8)	0.3934481423653915
  (0, 7)	0.35576464801368174
  (0, 2)	0.39913274101426693"
"  (0, 16)	0.24821644941668436
  (0, 15)	0.2588562641812777
  (0, 14)	0.2410173426026175
  (0, 13)	0.2417351920758982
  (0, 11)	0.2264784743214033
  (0, 10)	0.23511702093541037
  (0, 5)	0.7751085142920042
  (0, 1)	0.2179244006930784"
"  (0, 6)	0.6370051331536788
  (0, 5)	0.7708595594113522"
"  (0, 17)	0.7243309465266132
  (0, 11)	0.6894524493421286"
""
"  (0, 17)	0.18034287074823996
  (0, 16)	0.3762702490313837
  (0, 14)	0.18267857697402357
  (0, 13)	0.3664453388798401
  (0, 11)	0.514976618995789
  (0, 8)	0.38529322904278485
  (0, 6)	0.16182598102783266
  (0, 5)	0.19583061100126162
  (0, 2)	0.39086000426269024
  (0, 1)	0.1651753312713528"
"  (0, 16)	0.42495879284094823
  (0, 13)	0.4138625608945779
  (0, 10)	0.8050638515527485"
"  (0, 17)	0.21976532115447717
  (0, 16)	0.4585218798845374
  (0, 15)	0.23908822552094292
  (0, 14)	0.6678348188121704
  (0, 13)	0.4465492716754661
  (0, 6)	0.1972006907961847"
"  (0, 10)	0.29899467907507504
  (0, 8)	0.6464447907828242
  (0, 6)	0.5430231032538908
  (0, 4)	0.32661312564636585
  (0, 0)	0.30192894833481776"
"  (0, 14)	0.47222472793569326
  (0, 13)	0.47363120876631826
  (0, 11)	0.6656081348638649
  (0, 5)	0.25311138977916714
  (0, 1)	0.21348938984343516"
"  (0, 17)	0.2661432307652966
  (0, 15)	0.2895439209599301
  (0, 11)	0.5066554265197869
  (0, 9)	0.54095591779632
  (0, 5)	0.2889994557499105
  (0, 4)	0.2872830590493822
  (0, 1)	0.24375954605189176
  (0, 0)	0.2655712985249232"
"  (0, 4)	0.7625036055375841
  (0, 1)	0.6469839654444184"
"  (0, 17)	0.823842776404794
  (0, 16)	0.42971968527838755
  (0, 6)	0.36962693604482366"
"  (0, 15)	0.6282296855193017
  (0, 10)	0.5706158689636656
  (0, 1)	0.5288903405424986"
"  (0, 18)	0.532384382484723
  (0, 17)	0.6996747495375387
  (0, 16)	0.1824765730668827
  (0, 15)	0.19029844361926562
  (0, 4)	0.18881252569224105
  (0, 0)	0.34908558682006785"
"  (0, 17)	0.5102184449755021
  (0, 14)	0.5168265265342268
  (0, 10)	0.5041741475818743
  (0, 1)	0.4673070818930919"
"  (0, 17)	0.2675047030758231
  (0, 16)	0.06976576120377954
  (0, 14)	0.06774232090378736
  (0, 12)	0.12888813801684573
  (0, 11)	0.5092472539812676
  (0, 10)	0.0660839278624429
  (0, 8)	0.1428774955236498
  (0, 6)	0.7801247433951394
  (0, 4)	0.07218816836777858
  (0, 0)	0.06673246127009304"
"  (0, 14)	0.45814277013999916
  (0, 11)	0.43050626350056487
  (0, 10)	0.4469270224093959
  (0, 8)	0.4831417843126378
  (0, 1)	0.41424607680303"
"  (0, 7)	0.5335562765305375
  (0, 5)	0.5998244154132333
  (0, 4)	0.5962619981594011"
"  (0, 14)	0.37827137221997686
  (0, 11)	0.3554529409989172
  (0, 6)	0.6701840677568525
  (0, 5)	0.4055052057727453
  (0, 1)	0.34202751221227506"
"  (0, 16)	0.32521915720819466
  (0, 12)	0.4506174400240888
  (0, 11)	0.14836876991371079
  (0, 10)	0.30805597120420297
  (0, 7)	0.1505611460293409
  (0, 6)	0.27973994382889095
  (0, 4)	0.6730228373312825
  (0, 1)	0.14276489349327545"
"  (0, 11)	1.0"
"  (0, 18)	0.3555786582884527
  (0, 17)	0.7009674312319061
  (0, 8)	0.37439517835196034
  (0, 6)	0.31449743967428245
  (0, 4)	0.3783227312587121"
"  (0, 18)	0.28399161341864193
  (0, 15)	0.3045346397029735
  (0, 11)	0.2664433901033488
  (0, 8)	0.29901988850545785
  (0, 6)	0.25118109095478286
  (0, 4)	0.302156724929062
  (0, 2)	0.6066803467386864
  (0, 1)	0.25637984484345766
  (0, 0)	0.27932086932997874"
"  (0, 17)	0.17859216024018287
  (0, 16)	0.5589263079528932
  (0, 14)	0.1809051921821634
  (0, 13)	0.18144400277363115
  (0, 12)	0.3441944867973233
  (0, 11)	0.16999246394392725
  (0, 10)	0.17647647010923528
  (0, 6)	0.48076507956491327
  (0, 4)	0.38555556696674187
  (0, 0)	0.1782083721046531"
"  (0, 7)	0.29287893924662006
  (0, 3)	0.30053502611190164
  (0, 0)	0.9076897184752581"
"  (0, 18)	0.5805234970167656
  (0, 13)	0.2906713262335186
  (0, 12)	0.5513958380011166
  (0, 9)	0.2907625174947682
  (0, 8)	0.3056218267559534
  (0, 5)	0.31067303839016613"
"  (0, 17)	0.5958295320893098
  (0, 13)	0.2017813382320008
  (0, 10)	0.19625701462024986
  (0, 9)	0.20184464235961616
  (0, 6)	0.17821737404175164
  (0, 5)	0.21566634126342196
  (0, 4)	0.6431564318144538
  (0, 1)	0.18190598078681813"
"  (0, 17)	0.2049297771128804
  (0, 16)	0.6413531453859426
  (0, 11)	0.19506185321935662
  (0, 10)	0.20250207868316256
  (0, 8)	0.2189109423157235
  (0, 7)	0.19794419124990972
  (0, 6)	0.3677768029921483
  (0, 5)	0.2225290265030307
  (0, 4)	0.4424148086728118"
"  (0, 13)	0.42734734265355595
  (0, 11)	0.800752040597345
  (0, 0)	0.4197265993550231"
"  (0, 15)	0.3946018625212328
  (0, 14)	0.3674081158194728
  (0, 12)	0.34951967476509904
  (0, 11)	0.6904899757465998
  (0, 1)	0.33220511264927627"
"  (0, 15)	0.5390050558512065
  (0, 11)	0.47158620281723596
  (0, 6)	0.4445729986280039
  (0, 5)	0.537991498046357"
"  (0, 18)	0.7626497518570092
  (0, 17)	0.375861026124342
  (0, 12)	0.3621919708569475
  (0, 9)	0.3819827499769576"
"  (0, 18)	0.3691178753373088
  (0, 15)	0.39581865753221424
  (0, 14)	0.3685410561443533
  (0, 10)	0.3595188390900013
  (0, 9)	0.36975468947227236
  (0, 8)	0.38865086401698773
  (0, 4)	0.39272796468212107"
"  (0, 18)	0.24973984958210363
  (0, 14)	0.4986991640121064
  (0, 11)	0.4686161775380662
  (0, 10)	0.24324527961215825
  (0, 9)	0.2501707088736842
  (0, 7)	0.4755407002366763
  (0, 4)	0.2657140967144193
  (0, 1)	0.22545829123729044"
"  (0, 18)	0.4655939594743132
  (0, 17)	0.6883839781204892
  (0, 15)	0.1248183766674951
  (0, 13)	0.3496882065468021
  (0, 12)	0.11055821718323251
  (0, 10)	0.11337150743821156
  (0, 5)	0.12458366525155079
  (0, 3)	0.11371667401106009
  (0, 0)	0.3434523328425917"
"  (0, 16)	0.11308519690436585
  (0, 15)	0.2358652029199536
  (0, 14)	0.2196106963066725
  (0, 11)	0.10318156964787659
  (0, 9)	0.2203338907941298
  (0, 4)	0.4680469670611723
  (0, 3)	0.7521033751190438
  (0, 1)	0.19856882024182393"
"  (0, 16)	0.8387395989797538
  (0, 15)	0.17493844563728447
  (0, 11)	0.30611422438163677
  (0, 10)	0.31779030973347755
  (0, 7)	0.15531876575369166
  (0, 3)	0.15937892100240103
  (0, 1)	0.1472761574623746"
"  (0, 18)	0.27401357945080107
  (0, 17)	0.13504367488956057
  (0, 16)	0.14087864125148425
  (0, 14)	0.1367926897016436
  (0, 12)	0.13013249940906052
  (0, 11)	0.2570819122591465
  (0, 8)	0.8655415100822992
  (0, 6)	0.12117792669006912
  (0, 4)	0.145770230247772"
"  (0, 18)	0.49772675874526945
  (0, 17)	0.4905950334764288
  (0, 14)	0.24847448145346807
  (0, 11)	0.23348577683128152
  (0, 10)	0.2423916023094341
  (0, 7)	0.23693588726059864
  (0, 4)	0.5295631287193353"
"  (0, 18)	0.32368983264211704
  (0, 16)	0.3328374009852997
  (0, 10)	0.6305443362794969
  (0, 9)	0.32424827284386054
  (0, 7)	0.3081760678796279
  (0, 1)	0.29221830909441643
  (0, 0)	0.3183661811646178"
"  (0, 18)	0.716360022130495
  (0, 10)	0.6977308354180694"
"  (0, 17)	0.3085398056675427
  (0, 6)	0.27686016381534295
  (0, 5)	0.6700740474119915
  (0, 0)	0.6157535294220314"
"  (0, 10)	0.7036456383280217
  (0, 0)	0.7105510647813785"
"  (0, 15)	1.0"
"  (0, 17)	0.35422206021800284
  (0, 16)	0.18476364252388736
  (0, 15)	0.19268354846205346
  (0, 13)	0.1799392212688396
  (0, 12)	0.17066997798931657
  (0, 11)	0.1685826542407325
  (0, 10)	0.17501288617043415
  (0, 9)	0.7199826917931851
  (0, 6)	0.31785194589976745
  (0, 5)	0.19232122177830577
  (0, 1)	0.1622153010467721"
"  (0, 18)	0.5732498441159443
  (0, 12)	0.5444871392883376
  (0, 2)	0.6123057825716234"
"  (0, 15)	0.5523454547226213
  (0, 12)	0.32616099420504446
  (0, 11)	0.32217198807117947
  (0, 10)	0.3344605631554969
  (0, 9)	0.17199149004723388
  (0, 6)	0.15185873330804212
  (0, 4)	0.1826775149905453
  (0, 3)	0.5032182735680469
  (0, 2)	0.18339300269064784"
"  (0, 10)	0.5660651454548182
  (0, 7)	0.18444141107168638
  (0, 6)	0.6853777529411225
  (0, 1)	0.17489079421770135
  (0, 0)	0.3810802577599371"
"  (0, 18)	0.3531602471793769
  (0, 15)	0.37870670664362927
  (0, 13)	0.707317157345809
  (0, 12)	0.3354404971424096
  (0, 3)	0.3450234513137255"
""
"  (0, 18)	0.3814781176677575
  (0, 14)	0.3808819831680067
  (0, 13)	0.38201640747144805
  (0, 10)	0.3715576491028007
  (0, 2)	0.40746850569620474
  (0, 1)	0.34438798893211925
  (0, 0)	0.3752040356918773"
"  (0, 13)	1.0"
"  (0, 16)	0.3255502054582449
  (0, 14)	0.3161081611942849
  (0, 11)	0.891118787902299"
"  (0, 18)	0.10700951713515547
  (0, 17)	0.5273811053836277
  (0, 16)	0.1100336370569174
  (0, 15)	0.11475023629484607
  (0, 14)	0.2136845874854943
  (0, 13)	0.10716051434653909
  (0, 12)	0.10164033441893539
  (0, 11)	0.6023835318710496
  (0, 9)	0.21438826685231485
  (0, 7)	0.20376155745905852
  (0, 6)	0.37858536641967594
  (0, 3)	0.1045440227779482
  (0, 2)	0.11430015516724759"
"  (0, 18)	0.47070681797439257
  (0, 12)	0.44708919050408996
  (0, 11)	0.4416212113312512
  (0, 10)	0.4584659266237312
  (0, 6)	0.416324449287069"
""
"  (0, 7)	0.8729663356563104
  (0, 4)	0.4877804596442892"
"  (0, 18)	0.2864090355054506
  (0, 11)	0.5374228728635643
  (0, 10)	0.2789608708483994
  (0, 8)	0.6031304715857767
  (0, 5)	0.30654940149754367
  (0, 2)	0.3059222962218179"
"  (0, 13)	0.5529006815358831
  (0, 5)	0.5909469533391447
  (0, 4)	0.5874372602213268"
